key	qty	dates
agg0	160	20200901
agg0	200	20200904
agg0	20	20200905
agg0	260	20200906
agg0	80	20200907
agg0	20	20200908
agg0	121	20200910
agg0	212	20200913
agg0	240	20200914
agg0	91	20200915
agg0	20	20200916
agg0	60	20200917
agg0	25	20200918
agg0	130	20200920
agg0	460	20200921
agg0	120	20200922
agg0	300	20200923
agg0	100	20200924
agg0	100	20200926
agg0	301	20200928
agg0	85	20200929
agg0	60	20200930
agg0	145	20200902
agg0	260	20200906
agg0	121	20200910
agg0	201	20200911
agg0	120	20200912
agg0	240	20200914
agg0	86	20200919
agg0	130	20200920
agg0	120	20200922
agg0	300	20200923
agg0	100	20200924
agg0	60	20200930
agg0	80	20200907
agg0	212	20200913
agg0	240	20200914
agg0	100	20200926
agg0	120	20200912
agg0	300	20200923
agg0	80	20200925
agg0	145	20200902
agg0	260	20200906
agg0	212	20200913
agg0	240	20200914
agg0	301	20200928
agg0	160	20200901
agg0	200	20200904
agg0	201	20200911
agg1	8	20200901
agg1	5	20200902
