key,purchase_date,Sales
fer48,01/03/2021 00:00,130
fer48,01/03/2021 00:00,250
fer48,01/03/2021 00:00,20
fer48,01/03/2021 00:00,100
fer48,01/03/2021 00:00,30
fer48,01/03/2021 00:00,300
fer48,01/03/2021 00:00,150
fer49,01/03/2021 00:00,0.075
fer49,01/03/2021 00:00,1.5
fer49,01/03/2021 00:00,6
fer49,01/03/2021 00:00,8
fer49,01/03/2021 00:00,6
fer49,01/03/2021 00:00,8
fer49,01/03/2021 00:00,45
fer49,01/03/2021 00:00,90
fer49,01/03/2021 00:00,20
fer49,01/03/2021 00:00,475
fer49,01/03/2021 00:00,50
fer49,01/03/2021 00:00,75
fer5,01/03/2021 00:00,2.1
fer5,01/03/2021 00:00,6
fer5,01/03/2021 00:00,5
fer5,01/03/2021 00:00,5
fer5,01/03/2021 00:00,20
fer5,01/03/2021 00:00,20
fer50,01/03/2021 00:00,2
fer50,01/03/2021 00:00,2
fer50,01/03/2021 00:00,12.5
fer50,01/03/2021 00:00,4
fer50,01/03/2021 00:00,10
fer50,01/03/2021 00:00,20
fer50,01/03/2021 00:00,25
fer51,01/03/2021 00:00,25
fer53,01/03/2021 00:00,25
fer54,01/03/2021 00:00,5
fer56,01/03/2021 00:00,16
fer56,01/03/2021 00:00,3
fer57,01/03/2021 00:00,6
fer6,01/03/2021 00:00,1
fer6,01/03/2021 00:00,5
fer60,01/03/2021 00:00,1.1
fer60,01/03/2021 00:00,3.25
fer60,01/03/2021 00:00,3.5
fer60,01/03/2021 00:00,6
fer60,01/03/2021 00:00,2.5
fer60,01/03/2021 00:00,30
fer60,01/03/2021 00:00,10
fer60,01/03/2021 00:00,0.3
fer61,01/03/2021 00:00,20
fer7,01/03/2021 00:00,5
fer8,01/03/2021 00:00,1
fer8,01/03/2021 00:00,2.5
fer9,01/03/2021 00:00,0.5
fer9,01/03/2021 00:00,2
fer9,01/03/2021 00:00,8
fer9,01/03/2021 00:00,3
fer9,01/03/2021 00:00,4
fer9,01/03/2021 00:00,5
fer9,01/03/2021 00:00,150
fer9,01/03/2021 00:00,20
fer9,01/03/2021 00:00,200
fer9,01/03/2021 00:00,20
fer9,01/03/2021 00:00,100
fer9,01/03/2021 00:00,100
fix0,01/03/2021 00:00,16
fix0,01/03/2021 00:00,50
fix0,01/03/2021 00:00,200
fix1,01/03/2021 00:00,12
fix1,01/03/2021 00:00,14
fix1,01/03/2021 00:00,100
fix3,01/03/2021 00:00,30
fix3,01/03/2021 00:00,50
fix4,01/03/2021 00:00,6
fix4,01/03/2021 00:00,24
fix4,01/03/2021 00:00,20
fix4,01/03/2021 00:00,12
fix4,01/03/2021 00:00,14
fix4,01/03/2021 00:00,16
fix4,01/03/2021 00:00,180
fix4,01/03/2021 00:00,66
fix4,01/03/2021 00:00,30
fix4,01/03/2021 00:00,450
fix4,01/03/2021 00:00,70
fix4,01/03/2021 00:00,800
fix4,01/03/2021 00:00,300
fix4,01/03/2021 00:00,600
fix4,01/03/2021 00:00,750
fix4,01/03/2021 00:00,300
fix4,01/03/2021 00:00,1000
fix5,01/03/2021 00:00,10
gro0,01/03/2021 00:00,4
gro0,01/03/2021 00:00,5
gro0,01/03/2021 00:00,15
gro0,01/03/2021 00:00,80
gro0,01/03/2021 00:00,30
gro0,01/03/2021 00:00,300
gro0,01/03/2021 00:00,250
gro0,01/03/2021 00:00,30
gro0,01/03/2021 00:00,200
gro1,01/03/2021 00:00,20
gro10,01/03/2021 00:00,6
gro11,01/03/2021 00:00,4
gro13,01/03/2021 00:00,3
gro13,01/03/2021 00:00,4
gro13,01/03/2021 00:00,6
gro13,01/03/2021 00:00,8
gro13,01/03/2021 00:00,40
gro13,01/03/2021 00:00,35
gro13,01/03/2021 00:00,200
gro14,01/03/2021 00:00,10
gro14,01/03/2021 00:00,2
gro15,01/03/2021 00:00,6
gro17,01/03/2021 00:00,3
gro17,01/03/2021 00:00,4
gro18,01/03/2021 00:00,1
gro19,01/03/2021 00:00,1
gro19,01/03/2021 00:00,2
gro2,01/03/2021 00:00,40
gro20,01/03/2021 00:00,1
gro21,01/03/2021 00:00,4
gro21,01/03/2021 00:00,10
gro21,01/03/2021 00:00,100
gro22,01/03/2021 00:00,1
gro23,01/03/2021 00:00,3
gro24,01/03/2021 00:00,1
gro25,01/03/2021 00:00,3
gro25,01/03/2021 00:00,12
gro25,01/03/2021 00:00,5
gro25,01/03/2021 00:00,6
gro25,01/03/2021 00:00,22
gro26,01/03/2021 00:00,6
gro29,01/03/2021 00:00,3
gro29,01/03/2021 00:00,7
gro29,01/03/2021 00:00,11
gro3,01/03/2021 00:00,8
gro30,01/03/2021 00:00,40
gro30,01/03/2021 00:00,8
gro5,01/03/2021 00:00,5
gro5,01/03/2021 00:00,6
gro5,01/03/2021 00:00,10
gro5,01/03/2021 00:00,30
gro5,01/03/2021 00:00,120
gro6,01/03/2021 00:00,50
han0,01/03/2021 00:00,1
han0,01/03/2021 00:00,4
han0,01/03/2021 00:00,5
han0,01/03/2021 00:00,10
han1,01/03/2021 00:00,4
han1,01/03/2021 00:00,10
han10,01/03/2021 00:00,20
han11,01/03/2021 00:00,40
han12,01/03/2021 00:00,4
han12,01/03/2021 00:00,20
han12,01/03/2021 00:00,70
han13,01/03/2021 00:00,2
han15,01/03/2021 00:00,4
han15,01/03/2021 00:00,12
han15,01/03/2021 00:00,6
han17,01/03/2021 00:00,3
han19,01/03/2021 00:00,1
han2,01/03/2021 00:00,2
han2,01/03/2021 00:00,8
han20,01/03/2021 00:00,2
han3,01/03/2021 00:00,4
han4,01/03/2021 00:00,1
han4,01/03/2021 00:00,6
han4,01/03/2021 00:00,4
han4,01/03/2021 00:00,5
han4,01/03/2021 00:00,8
han4,01/03/2021 00:00,10
han4,01/03/2021 00:00,4
han5,01/03/2021 00:00,1
han5,01/03/2021 00:00,4
han6,01/03/2021 00:00,8
han6,01/03/2021 00:00,10
han6,01/03/2021 00:00,4
han7,01/03/2021 00:00,2
han7,01/03/2021 00:00,4
han7,01/03/2021 00:00,4
han8,01/03/2021 00:00,3
han8,01/03/2021 00:00,20
han9,01/03/2021 00:00,1
irr0,01/03/2021 00:00,6
irr0,01/03/2021 00:00,6
irr2,01/03/2021 00:00,4
irr2,01/03/2021 00:00,26
irr2,01/03/2021 00:00,15
irr2,01/03/2021 00:00,40
irr2,01/03/2021 00:00,10
irr2,01/03/2021 00:00,20
irr2,01/03/2021 00:00,20
irr3,01/03/2021 00:00,2
jif0,01/03/2021 00:00,25
jif0,01/03/2021 00:00,50
jif1,01/03/2021 00:00,100
jif1,01/03/2021 00:00,200
jif12,01/03/2021 00:00,50
jif12,01/03/2021 00:00,900
jif12,01/03/2021 00:00,400
jif12,01/03/2021 00:00,300
jif12,01/03/2021 00:00,200
jif12,01/03/2021 00:00,100
jif12,01/03/2021 00:00,14
jif13,01/03/2021 00:00,10
jif13,01/03/2021 00:00,150
jif13,01/03/2021 00:00,500
jif13,01/03/2021 00:00,600
jif14,01/03/2021 00:00,10
jif14,01/03/2021 00:00,25
jif14,01/03/2021 00:00,50
jif14,01/03/2021 00:00,450
jif14,01/03/2021 00:00,200
jif14,01/03/2021 00:00,1000
jif15,01/03/2021 00:00,50
jif17,01/03/2021 00:00,100
jif17,01/03/2021 00:00,1200
jif17,01/03/2021 00:00,300
jif18,01/03/2021 00:00,150
jif18,01/03/2021 00:00,2500
jif18,01/03/2021 00:00,600
jif18,01/03/2021 00:00,300
jif18,01/03/2021 00:00,800
jif18,01/03/2021 00:00,500
jif18,01/03/2021 00:00,200
jif18,01/03/2021 00:00,300
jif19,01/03/2021 00:00,80
jif19,01/03/2021 00:00,100
jif19,01/03/2021 00:00,300
jif20,01/03/2021 00:00,25
jif20,01/03/2021 00:00,50
jif20,01/03/2021 00:00,1700
jif20,01/03/2021 00:00,200
jif21,01/03/2021 00:00,10
jif21,01/03/2021 00:00,700
jif22,01/03/2021 00:00,4
jif23,01/03/2021 00:00,2
jif23,01/03/2021 00:00,6
jif23,01/03/2021 00:00,2
jif26,01/03/2021 00:00,100
jif26,01/03/2021 00:00,100
jif26,01/03/2021 00:00,200
jif28,01/03/2021 00:00,6
jif5,01/03/2021 00:00,50
jif5,01/03/2021 00:00,200
jif6,01/03/2021 00:00,100
lab0,01/03/2021 00:00,50
lab1,01/03/2021 00:00,30
lab14,01/03/2021 00:00,100
lab16,01/03/2021 00:00,100
lab16,01/03/2021 00:00,1000
lab16,01/03/2021 00:00,5000
lab23,01/03/2021 00:00,1000
lab25,01/03/2021 00:00,4
lab25,01/03/2021 00:00,10
lab25,01/03/2021 00:00,20
lab25,01/03/2021 00:00,3
lab27,01/03/2021 00:00,20
lab28,01/03/2021 00:00,200
lab29,01/03/2021 00:00,300
lab30,01/03/2021 00:00,200
lab32,01/03/2021 00:00,200
lab33,01/03/2021 00:00,300
lab33,01/03/2021 00:00,200
lab33,01/03/2021 00:00,300
lab33,01/03/2021 00:00,400
lab33,01/03/2021 00:00,500
lab33,01/03/2021 00:00,5000
lab34,01/03/2021 00:00,50
lab34,01/03/2021 00:00,300
lab34,01/03/2021 00:00,200
lab35,01/03/2021 00:00,100
lab35,01/03/2021 00:00,200
lab35,01/03/2021 00:00,300
lab35,01/03/2021 00:00,500
lab35,01/03/2021 00:00,1000
lab36,01/03/2021 00:00,400
lab36,01/03/2021 00:00,200
lab36,01/03/2021 00:00,500
lab37,01/03/2021 00:00,500
lab54,01/03/2021 00:00,10
lab57,01/03/2021 00:00,50
net0,01/03/2021 00:00,10.5
net1,01/03/2021 00:00,4.5
net1,01/03/2021 00:00,6.5
net1,01/03/2021 00:00,31
net10,01/03/2021 00:00,11
net10,01/03/2021 00:00,8.5
net10,01/03/2021 00:00,21
net10,01/03/2021 00:00,15.5
net11,01/03/2021 00:00,1.5
net11,01/03/2021 00:00,3.5
net11,01/03/2021 00:00,6.5
net12,01/03/2021 00:00,15.5
net13,01/03/2021 00:00,1.5
net13,01/03/2021 00:00,2.5
net13,01/03/2021 00:00,3
net15,01/03/2021 00:00,200
net15,01/03/2021 00:00,10
net16,01/03/2021 00:00,5
net16,01/03/2021 00:00,6
net16,01/03/2021 00:00,90
net16,01/03/2021 00:00,40
net17,01/03/2021 00:00,2
net17,01/03/2021 00:00,3
net17,01/03/2021 00:00,5
net17,01/03/2021 00:00,50
net17,01/03/2021 00:00,15
net17,01/03/2021 00:00,10
net2,01/03/2021 00:00,21
net20,01/03/2021 00:00,10
net20,01/03/2021 00:00,50
net22,01/03/2021 00:00,9
net3,01/03/2021 00:00,6.5
net3,01/03/2021 00:00,25.5
net3,01/03/2021 00:00,10.5
net3,01/03/2021 00:00,15.5
net4,01/03/2021 00:00,21
net4,01/03/2021 00:00,15.5
net5,01/03/2021 00:00,8
net5,01/03/2021 00:00,30
net5,01/03/2021 00:00,18
net5,01/03/2021 00:00,20
net5,01/03/2021 00:00,25
net5,01/03/2021 00:00,12
net5,01/03/2021 00:00,40
net6,01/03/2021 00:00,20
net7,01/03/2021 00:00,3
net7,01/03/2021 00:00,5.5
net7,01/03/2021 00:00,10.5
net7,01/03/2021 00:00,41
net7,01/03/2021 00:00,25.5
net7,01/03/2021 00:00,50.5
net7,01/03/2021 00:00,26
net8,01/03/2021 00:00,1.5
net8,01/03/2021 00:00,3.5
net8,01/03/2021 00:00,13.5
net8,01/03/2021 00:00,5.5
net8,01/03/2021 00:00,13
net8,01/03/2021 00:00,10.5
net8,01/03/2021 00:00,11.5
net8,01/03/2021 00:00,15.5
net8,01/03/2021 00:00,20.5
net8,01/03/2021 00:00,50.5
net8,01/03/2021 00:00,55.5
net9,01/03/2021 00:00,1.5
net9,01/03/2021 00:00,19.5
net9,01/03/2021 00:00,7.5
net9,01/03/2021 00:00,17
net9,01/03/2021 00:00,10.5
net9,01/03/2021 00:00,15.5
net9,01/03/2021 00:00,4.5
pes0,01/03/2021 00:00,195
pes0,01/03/2021 00:00,150
pes0,01/03/2021 00:00,45
pes0,01/03/2021 00:00,300
pes0,01/03/2021 00:00,150
pes0,01/03/2021 00:00,120
pes0,01/03/2021 00:00,150
pes0,01/03/2021 00:00,450
pes0,01/03/2021 00:00,30
pes1,01/03/2021 00:00,2
pes10,01/03/2021 00:00,5
pes11,01/03/2021 00:00,4
pes11,01/03/2021 00:00,2
pes11,01/03/2021 00:00,4
pes18,01/03/2021 00:00,30
pes18,01/03/2021 00:00,20
pes19,01/03/2021 00:00,6
pes19,01/03/2021 00:00,5
pes19,01/03/2021 00:00,30
pes20,01/03/2021 00:00,1
pes21,01/03/2021 00:00,1
pes22,01/03/2021 00:00,1
pes23,01/03/2021 00:00,2
pes26,01/03/2021 00:00,30
pes26,01/03/2021 00:00,60
pes26,01/03/2021 00:00,45
pes27,01/03/2021 00:00,6
pes27,01/03/2021 00:00,4
pes27,01/03/2021 00:00,20
pes27,01/03/2021 00:00,25
pes28,01/03/2021 00:00,9
pes28,01/03/2021 00:00,4
pes28,01/03/2021 00:00,6
pes28,01/03/2021 00:00,75
pes28,01/03/2021 00:00,160
pes28,01/03/2021 00:00,60
pes28,01/03/2021 00:00,160
pes28,01/03/2021 00:00,50
pes28,01/03/2021 00:00,250
pes28,01/03/2021 00:00,100
pes28,01/03/2021 00:00,2
pes28,01/03/2021 00:00,10
pes28,01/03/2021 00:00,20
pes3,01/03/2021 00:00,4
pes30,01/03/2021 00:00,28
pes30,01/03/2021 00:00,4
pes32,01/03/2021 00:00,7
pes33,01/03/2021 00:00,7
pes38,01/03/2021 00:00,7
pes38,01/03/2021 00:00,10
pes38,01/03/2021 00:00,9
pes4,01/03/2021 00:00,10
pes7,01/03/2021 00:00,1
pes9,01/03/2021 00:00,2
pol0,01/03/2021 00:00,2
pol0,01/03/2021 00:00,5
pol0,01/03/2021 00:00,6
pol0,01/03/2021 00:00,9
pol0,01/03/2021 00:00,50
pol0,01/03/2021 00:00,14
pol0,01/03/2021 00:00,16
pol0,01/03/2021 00:00,60
pol0,01/03/2021 00:00,60
pol0,01/03/2021 00:00,50
pol1,01/03/2021 00:00,3
pol1,01/03/2021 00:00,4
pol1,01/03/2021 00:00,10
pol1,01/03/2021 00:00,20
pol10,01/03/2021 00:00,7
pol11,01/03/2021 00:00,6
pol12,01/03/2021 00:00,10
pol14,01/03/2021 00:00,5
pol14,01/03/2021 00:00,4
pol15,01/03/2021 00:00,6
pol16,01/03/2021 00:00,11
pol17,01/03/2021 00:00,4
pol17,01/03/2021 00:00,4
pol18,01/03/2021 00:00,1
pol19,01/03/2021 00:00,4
pol19,01/03/2021 00:00,6
pol2,01/03/2021 00:00,4
pol2,01/03/2021 00:00,7
pol2,01/03/2021 00:00,40
pol2,01/03/2021 00:00,20
pol20,01/03/2021 00:00,1
pol20,01/03/2021 00:00,10
pol21,01/03/2021 00:00,1
pol21,01/03/2021 00:00,6
pol21,01/03/2021 00:00,8
pol21,01/03/2021 00:00,25
pol21,01/03/2021 00:00,6
pol21,01/03/2021 00:00,20
pol22,01/03/2021 00:00,8
pol22,01/03/2021 00:00,4
pol22,01/03/2021 00:00,6
pol22,01/03/2021 00:00,8
pol22,01/03/2021 00:00,25
pol22,01/03/2021 00:00,6
pol22,01/03/2021 00:00,8
pol22,01/03/2021 00:00,16
pol22,01/03/2021 00:00,5
pol22,01/03/2021 00:00,6
pol23,01/03/2021 00:00,1
pol23,01/03/2021 00:00,2
pol23,01/03/2021 00:00,14
pol24,01/03/2021 00:00,1
pol24,01/03/2021 00:00,4
pol24,01/03/2021 00:00,5
pol3,01/03/2021 00:00,63
pol4,01/03/2021 00:00,6
pol4,01/03/2021 00:00,10
pol5,01/03/2021 00:00,10
pol5,01/03/2021 00:00,70
pol5,01/03/2021 00:00,50
pol5,01/03/2021 00:00,20
pol6,01/03/2021 00:00,4
pol6,01/03/2021 00:00,14
pol6,01/03/2021 00:00,51
pol6,01/03/2021 00:00,48
pol6,01/03/2021 00:00,10
pol6,01/03/2021 00:00,48
pol6,01/03/2021 00:00,20
pol6,01/03/2021 00:00,50
pol6,01/03/2021 00:00,6
pol8,01/03/2021 00:00,0
pol8,01/03/2021 00:00,10
pol8,01/03/2021 00:00,8
pol9,01/03/2021 00:00,12
pot0,01/03/2021 00:00,1
pot0,01/03/2021 00:00,6
pot1,01/03/2021 00:00,1
pot1,01/03/2021 00:00,3
pot1,01/03/2021 00:00,5
pot1,01/03/2021 00:00,3
pot1,01/03/2021 00:00,6
pot10,01/03/2021 00:00,12
pot101,01/03/2021 00:00,10
pot102,01/03/2021 00:00,2
pot102,01/03/2021 00:00,4
pot102,01/03/2021 00:00,10
pot103,01/03/2021 00:00,25
pot104,01/03/2021 00:00,2
pot105,01/03/2021 00:00,4
pot107,01/03/2021 00:00,10
pot11,01/03/2021 00:00,4
pot11,01/03/2021 00:00,20
pot113,01/03/2021 00:00,1
pot113,01/03/2021 00:00,4
pot114,01/03/2021 00:00,20
pot114,01/03/2021 00:00,30
pot115,01/03/2021 00:00,3
pot116,01/03/2021 00:00,1
pot12,01/03/2021 00:00,20
pot12,01/03/2021 00:00,40
pot12,01/03/2021 00:00,100
pot15,01/03/2021 00:00,1
pot15,01/03/2021 00:00,3
pot15,01/03/2021 00:00,4
pot15,01/03/2021 00:00,6
pot15,01/03/2021 00:00,10
pot15,01/03/2021 00:00,2
pot15,01/03/2021 00:00,3
pot16,01/03/2021 00:00,9
pot16,01/03/2021 00:00,2
pot16,01/03/2021 00:00,6
pot16,01/03/2021 00:00,4
