key,purchase_date,Sales
net3,08/03/2021 00:00,8.5
net4,08/03/2021 00:00,8.5
net4,08/03/2021 00:00,31.5
net5,08/03/2021 00:00,3
net5,08/03/2021 00:00,40
net5,08/03/2021 00:00,14
net5,08/03/2021 00:00,50
net5,08/03/2021 00:00,70
net5,08/03/2021 00:00,100
net5,08/03/2021 00:00,9
net5,08/03/2021 00:00,12
net6,08/03/2021 00:00,3
net6,08/03/2021 00:00,10
net8,08/03/2021 00:00,4.5
net8,08/03/2021 00:00,2.5
net8,08/03/2021 00:00,3.5
net8,08/03/2021 00:00,4.5
net8,08/03/2021 00:00,13
net8,08/03/2021 00:00,7.5
net8,08/03/2021 00:00,8.5
net8,08/03/2021 00:00,10.5
net8,08/03/2021 00:00,15.5
net8,08/03/2021 00:00,30.5
net8,08/03/2021 00:00,13
net9,08/03/2021 00:00,3
net9,08/03/2021 00:00,4.5
net9,08/03/2021 00:00,5.5
net9,08/03/2021 00:00,26
net9,08/03/2021 00:00,25.5
net9,08/03/2021 00:00,10.5
net9,08/03/2021 00:00,15.5
net9,08/03/2021 00:00,20.5
net9,08/03/2021 00:00,3
net9,08/03/2021 00:00,7
pes0,08/03/2021 00:00,120
pes0,08/03/2021 00:00,120
pes0,08/03/2021 00:00,60
pes0,08/03/2021 00:00,30
pes0,08/03/2021 00:00,300
pes1,08/03/2021 00:00,1
pes10,08/03/2021 00:00,5
pes11,08/03/2021 00:00,4
pes18,08/03/2021 00:00,24
pes19,08/03/2021 00:00,2
pes19,08/03/2021 00:00,5
pes19,08/03/2021 00:00,10
pes19,08/03/2021 00:00,24
pes19,08/03/2021 00:00,40
pes20,08/03/2021 00:00,3
pes23,08/03/2021 00:00,2
pes27,08/03/2021 00:00,2
pes27,08/03/2021 00:00,4
pes27,08/03/2021 00:00,10
pes27,08/03/2021 00:00,30
pes27,08/03/2021 00:00,40
pes28,08/03/2021 00:00,6
pes28,08/03/2021 00:00,12
pes28,08/03/2021 00:00,3
pes28,08/03/2021 00:00,8
pes28,08/03/2021 00:00,25
pes28,08/03/2021 00:00,8
pes28,08/03/2021 00:00,150
pes28,08/03/2021 00:00,30
pes28,08/03/2021 00:00,280
pes28,08/03/2021 00:00,150
pes28,08/03/2021 00:00,20
pes28,08/03/2021 00:00,20
pes30,08/03/2021 00:00,10
pes32,08/03/2021 00:00,4
pes38,08/03/2021 00:00,7
pes38,08/03/2021 00:00,8
pes8,08/03/2021 00:00,4
pol0,08/03/2021 00:00,5
pol0,08/03/2021 00:00,60
pol0,08/03/2021 00:00,16
pol0,08/03/2021 00:00,80
pol1,08/03/2021 00:00,5
pol14,08/03/2021 00:00,8
pol14,08/03/2021 00:00,3
pol15,08/03/2021 00:00,3
pol16,08/03/2021 00:00,5
pol17,08/03/2021 00:00,4
pol18,08/03/2021 00:00,5
pol18,08/03/2021 00:00,4
pol19,08/03/2021 00:00,2
pol2,08/03/2021 00:00,30
pol2,08/03/2021 00:00,50
pol2,08/03/2021 00:00,20
pol20,08/03/2021 00:00,1
pol21,08/03/2021 00:00,1
pol21,08/03/2021 00:00,4
pol21,08/03/2021 00:00,20
pol21,08/03/2021 00:00,5
pol23,08/03/2021 00:00,1
pol23,08/03/2021 00:00,9
pol24,08/03/2021 00:00,8
pol24,08/03/2021 00:00,2
pol3,08/03/2021 00:00,1
pol3,08/03/2021 00:00,27
pol3,08/03/2021 00:00,10
pol3,08/03/2021 00:00,30
pol4,08/03/2021 00:00,10
pol4,08/03/2021 00:00,30
pol5,08/03/2021 00:00,25
pol5,08/03/2021 00:00,80
pol5,08/03/2021 00:00,20
pol6,08/03/2021 00:00,4
pol6,08/03/2021 00:00,4
pol6,08/03/2021 00:00,57
pol6,08/03/2021 00:00,24
pol6,08/03/2021 00:00,20
pol6,08/03/2021 00:00,30
pol6,08/03/2021 00:00,4
pol6,08/03/2021 00:00,12
pol6,08/03/2021 00:00,12
pol8,08/03/2021 00:00,5
pol8,08/03/2021 00:00,6
pol8,08/03/2021 00:00,8
pol9,08/03/2021 00:00,8
pol9,08/03/2021 00:00,12
pot1,08/03/2021 00:00,1
pot10,08/03/2021 00:00,12
pot10,08/03/2021 00:00,12
pot10,08/03/2021 00:00,12
pot103,08/03/2021 00:00,2
pot103,08/03/2021 00:00,20
pot104,08/03/2021 00:00,2
pot104,08/03/2021 00:00,16
pot11,08/03/2021 00:00,3
pot115,08/03/2021 00:00,2
pot12,08/03/2021 00:00,120
pot12,08/03/2021 00:00,120
pot12,08/03/2021 00:00,360
pot12,08/03/2021 00:00,80
pot12,08/03/2021 00:00,120
pot13,08/03/2021 00:00,6
pot13,08/03/2021 00:00,24
pot13,08/03/2021 00:00,12
pot15,08/03/2021 00:00,2
pot15,08/03/2021 00:00,3
pot15,08/03/2021 00:00,8
pot15,08/03/2021 00:00,20
pot15,08/03/2021 00:00,8
pot15,08/03/2021 00:00,10
pot16,08/03/2021 00:00,3
pot16,08/03/2021 00:00,12
pot16,08/03/2021 00:00,15
pot16,08/03/2021 00:00,2
pot16,08/03/2021 00:00,4
pot16,08/03/2021 00:00,20
pot17,08/03/2021 00:00,5
pot17,08/03/2021 00:00,12
pot17,08/03/2021 00:00,5
pot17,08/03/2021 00:00,10
pot17,08/03/2021 00:00,4
pot17,08/03/2021 00:00,4
pot18,08/03/2021 00:00,1
pot19,08/03/2021 00:00,3
pot19,08/03/2021 00:00,2
pot2,08/03/2021 00:00,3
pot2,08/03/2021 00:00,2
pot2,08/03/2021 00:00,4
pot20,08/03/2021 00:00,3
pot21,08/03/2021 00:00,8
pot21,08/03/2021 00:00,2
pot21,08/03/2021 00:00,3
pot21,08/03/2021 00:00,5
pot21,08/03/2021 00:00,10
pot21,08/03/2021 00:00,4
pot24,08/03/2021 00:00,2
pot25,08/03/2021 00:00,10
pot27,08/03/2021 00:00,25
pot27,08/03/2021 00:00,50
pot29,08/03/2021 00:00,10
pot3,08/03/2021 00:00,1
pot3,08/03/2021 00:00,2
pot3,08/03/2021 00:00,4
pot30,08/03/2021 00:00,24
pot30,08/03/2021 00:00,30
pot33,08/03/2021 00:00,10
pot33,08/03/2021 00:00,20
pot34,08/03/2021 00:00,4
pot35,08/03/2021 00:00,6
pot35,08/03/2021 00:00,8
pot35,08/03/2021 00:00,8
pot35,08/03/2021 00:00,20
pot35,08/03/2021 00:00,50
pot36,08/03/2021 00:00,2
pot36,08/03/2021 00:00,16
pot36,08/03/2021 00:00,20
pot36,08/03/2021 00:00,20
pot36,08/03/2021 00:00,60
pot36,08/03/2021 00:00,40
pot37,08/03/2021 00:00,2
pot38,08/03/2021 00:00,8
pot38,08/03/2021 00:00,6
pot38,08/03/2021 00:00,10
pot38,08/03/2021 00:00,100
pot40,08/03/2021 00:00,10
pot40,08/03/2021 00:00,8
pot40,08/03/2021 00:00,6
pot40,08/03/2021 00:00,10
pot40,08/03/2021 00:00,20
pot40,08/03/2021 00:00,20
pot41,08/03/2021 00:00,8
pot41,08/03/2021 00:00,4
pot41,08/03/2021 00:00,30
pot41,08/03/2021 00:00,60
pot41,08/03/2021 00:00,4
pot42,08/03/2021 00:00,12
pot42,08/03/2021 00:00,20
pot43,08/03/2021 00:00,2
pot43,08/03/2021 00:00,12
pot43,08/03/2021 00:00,8
pot43,08/03/2021 00:00,12
pot44,08/03/2021 00:00,4
pot44,08/03/2021 00:00,6
pot44,08/03/2021 00:00,10
pot44,08/03/2021 00:00,40
pot44,08/03/2021 00:00,30
pot45,08/03/2021 00:00,20
pot45,08/03/2021 00:00,5
pot45,08/03/2021 00:00,8
pot47,08/03/2021 00:00,200
pot48,08/03/2021 00:00,20
pot48,08/03/2021 00:00,40
pot48,08/03/2021 00:00,100
pot48,08/03/2021 00:00,54
pot48,08/03/2021 00:00,600
pot48,08/03/2021 00:00,200
pot48,08/03/2021 00:00,400
pot49,08/03/2021 00:00,50
pot49,08/03/2021 00:00,100
pot5,08/03/2021 00:00,2
pot5,08/03/2021 00:00,40
pot5,08/03/2021 00:00,30
pot50,08/03/2021 00:00,10
pot50,08/03/2021 00:00,200
pot51,08/03/2021 00:00,50
pot53,08/03/2021 00:00,6
pot53,08/03/2021 00:00,20
pot54,08/03/2021 00:00,12
pot54,08/03/2021 00:00,10
pot55,08/03/2021 00:00,2
pot56,08/03/2021 00:00,4
pot56,08/03/2021 00:00,10
pot57,08/03/2021 00:00,4
pot58,08/03/2021 00:00,3
pot58,08/03/2021 00:00,2
pot58,08/03/2021 00:00,3
pot59,08/03/2021 00:00,4
pot60,08/03/2021 00:00,4
pot60,08/03/2021 00:00,10
pot60,08/03/2021 00:00,3
pot64,08/03/2021 00:00,2
pot64,08/03/2021 00:00,5
pot65,08/03/2021 00:00,16
pot67,08/03/2021 00:00,10
pot68,08/03/2021 00:00,2
pot68,08/03/2021 00:00,20
pot68,08/03/2021 00:00,40
pot68,08/03/2021 00:00,50
pot69,08/03/2021 00:00,2
pot69,08/03/2021 00:00,4
pot69,08/03/2021 00:00,10
pot69,08/03/2021 00:00,60
pot7,08/03/2021 00:00,40
pot70,08/03/2021 00:00,6
pot70,08/03/2021 00:00,4
pot70,08/03/2021 00:00,12
pot70,08/03/2021 00:00,20
pot70,08/03/2021 00:00,100
pot71,08/03/2021 00:00,4
pot71,08/03/2021 00:00,4
pot71,08/03/2021 00:00,60
pot71,08/03/2021 00:00,200
pot71,08/03/2021 00:00,25
pot71,08/03/2021 00:00,60
pot71,08/03/2021 00:00,200
pot71,08/03/2021 00:00,20
pot72,08/03/2021 00:00,50
pot72,08/03/2021 00:00,80
pot72,08/03/2021 00:00,25
pot72,08/03/2021 00:00,40
pot72,08/03/2021 00:00,100
pot73,08/03/2021 00:00,4
pot73,08/03/2021 00:00,6
pot73,08/03/2021 00:00,100
pot73,08/03/2021 00:00,60
pot73,08/03/2021 00:00,100
pot73,08/03/2021 00:00,100
pot73,08/03/2021 00:00,40
pot73,08/03/2021 00:00,5
pot74,08/03/2021 00:00,6
pot74,08/03/2021 00:00,18
pot74,08/03/2021 00:00,50
pot74,08/03/2021 00:00,40
pot74,08/03/2021 00:00,12
pot74,08/03/2021 00:00,20
pot74,08/03/2021 00:00,7
pot75,08/03/2021 00:00,10
pot75,08/03/2021 00:00,12
pot75,08/03/2021 00:00,40
pot75,08/03/2021 00:00,20
pot75,08/03/2021 00:00,50
pot75,08/03/2021 00:00,20
pot75,08/03/2021 00:00,30
pot76,08/03/2021 00:00,12
pot76,08/03/2021 00:00,6
pot76,08/03/2021 00:00,10
pot77,08/03/2021 00:00,4
pot77,08/03/2021 00:00,10
pot77,08/03/2021 00:00,6
pot77,08/03/2021 00:00,50
pot77,08/03/2021 00:00,60
pot77,08/03/2021 00:00,12
pot78,08/03/2021 00:00,1
pot78,08/03/2021 00:00,6
pot78,08/03/2021 00:00,3
pot78,08/03/2021 00:00,5
pot78,08/03/2021 00:00,6
pot78,08/03/2021 00:00,40
pot78,08/03/2021 00:00,20
pot79,08/03/2021 00:00,4
pot79,08/03/2021 00:00,20
pot8,08/03/2021 00:00,10
pot80,08/03/2021 00:00,2
pot81,08/03/2021 00:00,3
pot81,08/03/2021 00:00,4
pot82,08/03/2021 00:00,3
pot82,08/03/2021 00:00,6
pot83,08/03/2021 00:00,2
pot84,08/03/2021 00:00,20
pot84,08/03/2021 00:00,25
pot84,08/03/2021 00:00,300
pot84,08/03/2021 00:00,100
pot84,08/03/2021 00:00,250
pot84,08/03/2021 00:00,100
pot86,08/03/2021 00:00,20
pot86,08/03/2021 00:00,20
pot87,08/03/2021 00:00,2
pot87,08/03/2021 00:00,20
pot88,08/03/2021 00:00,30
pot89,08/03/2021 00:00,20
pot89,08/03/2021 00:00,60
pot89,08/03/2021 00:00,90
pot89,08/03/2021 00:00,1800
pot89,08/03/2021 00:00,150
pot89,08/03/2021 00:00,200
pot89,08/03/2021 00:00,1500
pot89,08/03/2021 00:00,450
pot9,08/03/2021 00:00,8
pot9,08/03/2021 00:00,40
pot9,08/03/2021 00:00,20
pot90,08/03/2021 00:00,4
pot91,08/03/2021 00:00,20
pot91,08/03/2021 00:00,100
pot91,08/03/2021 00:00,360
pot91,08/03/2021 00:00,90
pot91,08/03/2021 00:00,2000
pot91,08/03/2021 00:00,144
pot91,08/03/2021 00:00,500
pot91,08/03/2021 00:00,200
pot93,08/03/2021 00:00,4
pot93,08/03/2021 00:00,2
pot93,08/03/2021 00:00,3
pot93,08/03/2021 00:00,10
pot93,08/03/2021 00:00,120
pot93,08/03/2021 00:00,4
pot93,08/03/2021 00:00,3
pot97,08/03/2021 00:00,1
pot97,08/03/2021 00:00,8
pot97,08/03/2021 00:00,4
sal0,08/03/2021 00:00,1
sal0,08/03/2021 00:00,4
sal0,08/03/2021 00:00,35
sal0,08/03/2021 00:00,30
sal0,08/03/2021 00:00,20
sal0,08/03/2021 00:00,250
sal1,08/03/2021 00:00,15
sal1,08/03/2021 00:00,10
sal10,08/03/2021 00:00,28
sal10,08/03/2021 00:00,16
sal11,08/03/2021 00:00,6
sal11,08/03/2021 00:00,14
sal11,08/03/2021 00:00,8
sal12,08/03/2021 00:00,1
sal2,08/03/2021 00:00,2
sal2,08/03/2021 00:00,50
sal3,08/03/2021 00:00,20
sal3,08/03/2021 00:00,25
sal4,08/03/2021 00:00,10
sal4,08/03/2021 00:00,15
sal5,08/03/2021 00:00,0.5
sal5,08/03/2021 00:00,4
sal5,08/03/2021 00:00,2
sal5,08/03/2021 00:00,3
sal5,08/03/2021 00:00,70
sal5,08/03/2021 00:00,320
sal5,08/03/2021 00:00,60
sal5,08/03/2021 00:00,550
sal5,08/03/2021 00:00,2
sal5,08/03/2021 00:00,10
sal6,08/03/2021 00:00,0.1
sal6,08/03/2021 00:00,4
sal6,08/03/2021 00:00,6.25
sal6,08/03/2021 00:00,850
sal6,08/03/2021 00:00,125
sal7,08/03/2021 00:00,4
sal7,08/03/2021 00:00,5
sal7,08/03/2021 00:00,6.25
sal7,08/03/2021 00:00,10
sal7,08/03/2021 00:00,25
sal8,08/03/2021 00:00,25
see0,08/03/2021 00:00,50
see10,08/03/2021 00:00,16
see10,08/03/2021 00:00,70
see10,08/03/2021 00:00,25
see10,08/03/2021 00:00,200
see10,08/03/2021 00:00,20
see11,08/03/2021 00:00,4
see11,08/03/2021 00:00,30
see11,08/03/2021 00:00,40
see11,08/03/2021 00:00,20
see12,08/03/2021 00:00,2
see12,08/03/2021 00:00,80
see12,08/03/2021 00:00,20
see12,08/03/2021 00:00,30
see12,08/03/2021 00:00,100
see13,08/03/2021 00:00,1
see14,08/03/2021 00:00,3
see14,08/03/2021 00:00,15
see14,08/03/2021 00:00,8
see14,08/03/2021 00:00,160
see14,08/03/2021 00:00,20
see14,08/03/2021 00:00,30
see15,08/03/2021 00:00,1
see15,08/03/2021 00:00,6
see15,08/03/2021 00:00,4
see15,08/03/2021 00:00,205
see15,08/03/2021 00:00,12
see15,08/03/2021 00:00,8
see15,08/03/2021 00:00,40
see15,08/03/2021 00:00,20
see15,08/03/2021 00:00,40
see15,08/03/2021 00:00,15
see16,08/03/2021 00:00,4
see16,08/03/2021 00:00,12
see16,08/03/2021 00:00,10
see16,08/03/2021 00:00,20
see16,08/03/2021 00:00,30
see17,08/03/2021 00:00,4
see17,08/03/2021 00:00,16
see17,08/03/2021 00:00,110
see17,08/03/2021 00:00,40
see17,08/03/2021 00:00,30
see17,08/03/2021 00:00,4
see17,08/03/2021 00:00,6
see17,08/03/2021 00:00,60
see19,08/03/2021 00:00,11
see19,08/03/2021 00:00,8
see19,08/03/2021 00:00,6
see19,08/03/2021 00:00,20
see19,08/03/2021 00:00,10
see19,08/03/2021 00:00,5
see20,08/03/2021 00:00,8
see20,08/03/2021 00:00,30
see20,08/03/2021 00:00,30
see20,08/03/2021 00:00,80
see20,08/03/2021 00:00,30
see21,08/03/2021 00:00,4
see21,08/03/2021 00:00,30
see22,08/03/2021 00:00,4
see22,08/03/2021 00:00,6
see22,08/03/2021 00:00,20
see22,08/03/2021 00:00,12
see22,08/03/2021 00:00,40
see23,08/03/2021 00:00,20
see23,08/03/2021 00:00,20
see23,08/03/2021 00:00,25
see23,08/03/2021 00:00,100
see23,08/03/2021 00:00,100
see26,08/03/2021 00:00,4
see3,08/03/2021 00:00,50
see3,08/03/2021 00:00,400
see3,08/03/2021 00:00,300
see3,08/03/2021 00:00,150
see4,08/03/2021 00:00,8
see4,08/03/2021 00:00,10
see5,08/03/2021 00:00,8
see5,08/03/2021 00:00,10
see5,08/03/2021 00:00,200
see6,08/03/2021 00:00,20
see6,08/03/2021 00:00,150
see7,08/03/2021 00:00,30
see7,08/03/2021 00:00,40
see7,08/03/2021 00:00,250
see8,08/03/2021 00:00,10
see8,08/03/2021 00:00,12
see8,08/03/2021 00:00,25
see8,08/03/2021 00:00,50
see9,08/03/2021 00:00,100
see9,08/03/2021 00:00,4
see9,08/03/2021 00:00,20
sto11,08/03/2021 00:00,6
sto11,08/03/2021 00:00,4
sto12,08/03/2021 00:00,24
sto13,08/03/2021 00:00,67
sto13,08/03/2021 00:00,4
sto13,08/03/2021 00:00,10
sto13,08/03/2021 00:00,2
sto14,08/03/2021 00:00,133
sto14,08/03/2021 00:00,5
sto14,08/03/2021 00:00,6
sto14,08/03/2021 00:00,10
sto15,08/03/2021 00:00,3
sto16,08/03/2021 00:00,55
sto16,08/03/2021 00:00,20
sto16,08/03/2021 00:00,2
sto16,08/03/2021 00:00,3
sto3,08/03/2021 00:00,1
sto4,08/03/2021 00:00,11
sto4,08/03/2021 00:00,2
sto46,08/03/2021 00:00,1
sto47,08/03/2021 00:00,4
sto47,08/03/2021 00:00,2
sto5,08/03/2021 00:00,78
sto5,08/03/2021 00:00,10
sto6,08/03/2021 00:00,49
sto7,08/03/2021 00:00,48
sto7,08/03/2021 00:00,2
sto8,08/03/2021 00:00,95
sto8,08/03/2021 00:00,3
sto8,08/03/2021 00:00,4
sto9,08/03/2021 00:00,21
sto9,08/03/2021 00:00,2
sup1,08/03/2021 00:00,10
sup10,08/03/2021 00:00,150
sup10,08/03/2021 00:00,400
sup10,08/03/2021 00:00,1000
sup10,08/03/2021 00:00,100
sup11,08/03/2021 00:00,20
sup11,08/03/2021 00:00,100
sup11,08/03/2021 00:00,200
sup11,08/03/2021 00:00,200
sup11,08/03/2021 00:00,100
sup12,08/03/2021 00:00,100
sup12,08/03/2021 00:00,100
sup13,08/03/2021 00:00,10
sup13,08/03/2021 00:00,10
sup14,08/03/2021 00:00,4
sup14,08/03/2021 00:00,5
sup14,08/03/2021 00:00,18
sup14,08/03/2021 00:00,20
sup14,08/03/2021 00:00,40
sup14,08/03/2021 00:00,250
sup16,08/03/2021 00:00,50
sup18,08/03/2021 00:00,20
sup18,08/03/2021 00:00,400
sup19,08/03/2021 00:00,1
sup2,08/03/2021 00:00,10
sup20,08/03/2021 00:00,9
sup20,08/03/2021 00:00,4
sup20,08/03/2021 00:00,6
sup27,08/03/2021 00:00,500
sup28,08/03/2021 00:00,2
sup30,08/03/2021 00:00,5
sup31,08/03/2021 00:00,20
sup33,08/03/2021 00:00,2
sup33,08/03/2021 00:00,15
sup35,08/03/2021 00:00,10
sup35,08/03/2021 00:00,12
sup38,08/03/2021 00:00,40
sup39,08/03/2021 00:00,1
sup39,08/03/2021 00:00,8
sup39,08/03/2021 00:00,10
sup39,08/03/2021 00:00,200
sup39,08/03/2021 00:00,100
sup39,08/03/2021 00:00,40
sup4,08/03/2021 00:00,1
sup7,08/03/2021 00:00,4
sup7,08/03/2021 00:00,12
sup7,08/03/2021 00:00,10
sup7,08/03/2021 00:00,20
sup7,08/03/2021 00:00,250
sup9,08/03/2021 00:00,50
sup9,08/03/2021 00:00,100
sup9,08/03/2021 00:00,400
tra0,08/03/2021 00:00,6
tra0,08/03/2021 00:00,10
tra1,08/03/2021 00:00,10
tra2,08/03/2021 00:00,1
wee0,08/03/2021 00:00,105
wee0,08/03/2021 00:00,12
wee0,08/03/2021 00:00,3
wee2,08/03/2021 00:00,5
wee2,08/03/2021 00:00,75
wee5,08/03/2021 00:00,4
wee7,08/03/2021 00:00,7
wor0,08/03/2021 00:00,2
wor3,08/03/2021 00:00,6
wor3,08/03/2021 00:00,8
wor3,08/03/2021 00:00,6
wor3,08/03/2021 00:00,8
wor3,08/03/2021 00:00,20
wor3,08/03/2021 00:00,20
wor3,08/03/2021 00:00,480
wor3,08/03/2021 00:00,200
wor3,08/03/2021 00:00,80
acc11,09/03/2021 00:00,1
acc14,09/03/2021 00:00,4
acc17,09/03/2021 00:00,4
acc19,09/03/2021 00:00,0.6
acc21,09/03/2021 00:00,5
acc21,09/03/2021 00:00,6
acc22,09/03/2021 00:00,1
acc22,09/03/2021 00:00,3
acc41,09/03/2021 00:00,10
agg0,09/03/2021 00:00,10
agg0,09/03/2021 00:00,60
agg0,09/03/2021 00:00,80
agg0,09/03/2021 00:00,80
agg0,09/03/2021 00:00,120
agg1,09/03/2021 00:00,3
agg1,09/03/2021 00:00,6
agg1,09/03/2021 00:00,4
agg1,09/03/2021 00:00,5
agg10,09/03/2021 00:00,60
agg11,09/03/2021 00:00,60
agg2,09/03/2021 00:00,10
agg2,09/03/2021 00:00,60
agg2,09/03/2021 00:00,60
agg3,09/03/2021 00:00,10
agg3,09/03/2021 00:00,240
agg3,09/03/2021 00:00,600
agg3,09/03/2021 00:00,160
agg3,09/03/2021 00:00,60
agg3,09/03/2021 00:00,80
agg4,09/03/2021 00:00,10
agg4,09/03/2021 00:00,20
agg4,09/03/2021 00:00,60
agg4,09/03/2021 00:00,80
agg4,09/03/2021 00:00,30
agg5,09/03/2021 00:00,5
agg5,09/03/2021 00:00,40
agg5,09/03/2021 00:00,160
agg6,09/03/2021 00:00,20
agg6,09/03/2021 00:00,120
agg6,09/03/2021 00:00,40
agg6,09/03/2021 00:00,160
agg7,09/03/2021 00:00,5
agg7,09/03/2021 00:00,30
agg7,09/03/2021 00:00,40
agg7,09/03/2021 00:00,80
agg7,09/03/2021 00:00,60
agg7,09/03/2021 00:00,160
agg7,09/03/2021 00:00,80
agg8,09/03/2021 00:00,2
agg8,09/03/2021 00:00,5
agg8,09/03/2021 00:00,60
bam0,09/03/2021 00:00,4
bam0,09/03/2021 00:00,5
bam0,09/03/2021 00:00,110
bam0,09/03/2021 00:00,20
bam0,09/03/2021 00:00,30
bam0,09/03/2021 00:00,100
bam0,09/03/2021 00:00,1000
bam0,09/03/2021 00:00,40
bam1,09/03/2021 00:00,20
bam1,09/03/2021 00:00,1500
bam2,09/03/2021 00:00,10
bam2,09/03/2021 00:00,30
bam2,09/03/2021 00:00,300
bam2,09/03/2021 00:00,100
bam2,09/03/2021 00:00,250
bam2,09/03/2021 00:00,500
bam3,09/03/2021 00:00,30
bam4,09/03/2021 00:00,10
bam4,09/03/2021 00:00,30
bam4,09/03/2021 00:00,150
bam5,09/03/2021 00:00,10
bam5,09/03/2021 00:00,20
bam5,09/03/2021 00:00,60
bam5,09/03/2021 00:00,100
bam6,09/03/2021 00:00,60
bam6,09/03/2021 00:00,30
bam6,09/03/2021 00:00,40
bam6,09/03/2021 00:00,150
bam6,09/03/2021 00:00,100
bam6,09/03/2021 00:00,200
bir2,09/03/2021 00:00,5
bir2,09/03/2021 00:00,10
bub0,09/03/2021 00:00,4
bub0,09/03/2021 00:00,30
bub0,09/03/2021 00:00,90
bub1,09/03/2021 00:00,10
bub1,09/03/2021 00:00,64
bub1,09/03/2021 00:00,186
bub1,09/03/2021 00:00,100
bub4,09/03/2021 00:00,10
bub4,09/03/2021 00:00,64
bub4,09/03/2021 00:00,186
bub4,09/03/2021 00:00,100
ele0,09/03/2021 00:00,13
ele1,09/03/2021 00:00,7
ele12,09/03/2021 00:00,5
ele16,09/03/2021 00:00,6
ele18,09/03/2021 00:00,2
ele22,09/03/2021 00:00,9
ele23,09/03/2021 00:00,2
ele24,09/03/2021 00:00,4
ele24,09/03/2021 00:00,4
ele25,09/03/2021 00:00,1
ele26,09/03/2021 00:00,9
ele26,09/03/2021 00:00,2
ele27,09/03/2021 00:00,1
ele41,09/03/2021 00:00,1
ele42,09/03/2021 00:00,1
ele42,09/03/2021 00:00,2
ele9,09/03/2021 00:00,9
ele9,09/03/2021 00:00,2
fer0,09/03/2021 00:00,1
fer0,09/03/2021 00:00,2.5
fer0,09/03/2021 00:00,5
fer0,09/03/2021 00:00,540
fer0,09/03/2021 00:00,80
fer0,09/03/2021 00:00,1150
fer0,09/03/2021 00:00,60
fer0,09/03/2021 00:00,350
fer0,09/03/2021 00:00,75
fer0,09/03/2021 00:00,100
fer0,09/03/2021 00:00,300
fer10,09/03/2021 00:00,0.25
fer10,09/03/2021 00:00,0.5
fer10,09/03/2021 00:00,1
fer10,09/03/2021 00:00,10
fer10,09/03/2021 00:00,25
fer11,09/03/2021 00:00,1
fer11,09/03/2021 00:00,1
fer11,09/03/2021 00:00,25
fer12,09/03/2021 00:00,4
fer12,09/03/2021 00:00,340
fer13,09/03/2021 00:00,25
fer15,09/03/2021 00:00,1
fer15,09/03/2021 00:00,10
fer16,09/03/2021 00:00,0.5
fer16,09/03/2021 00:00,5
fer16,09/03/2021 00:00,4
fer16,09/03/2021 00:00,40
fer16,09/03/2021 00:00,30
fer16,09/03/2021 00:00,30
fer16,09/03/2021 00:00,175
fer16,09/03/2021 00:00,50
fer17,09/03/2021 00:00,70
fer17,09/03/2021 00:00,800
fer17,09/03/2021 00:00,20
fer17,09/03/2021 00:00,240
fer17,09/03/2021 00:00,180
fer17,09/03/2021 00:00,240
fer18,09/03/2021 00:00,2.5
fer18,09/03/2021 00:00,5
fer21,09/03/2021 00:00,0.1
fer21,09/03/2021 00:00,0.8
fer21,09/03/2021 00:00,0.3
fer21,09/03/2021 00:00,1
fer21,09/03/2021 00:00,0.75
fer21,09/03/2021 00:00,2
fer21,09/03/2021 00:00,10
fer21,09/03/2021 00:00,5
fer23,09/03/2021 00:00,0.5
fer23,09/03/2021 00:00,1
fer23,09/03/2021 00:00,0.5
fer24,09/03/2021 00:00,0.75
fer24,09/03/2021 00:00,1
fer24,09/03/2021 00:00,3.5
fer24,09/03/2021 00:00,10
fer24,09/03/2021 00:00,40
fer24,09/03/2021 00:00,200
fer24,09/03/2021 00:00,100
fer24,09/03/2021 00:00,100
fer25,09/03/2021 00:00,1
fer25,09/03/2021 00:00,9
fer25,09/03/2021 00:00,10
fer27,09/03/2021 00:00,5
fer27,09/03/2021 00:00,4
fer27,09/03/2021 00:00,5
fer27,09/03/2021 00:00,10
fer27,09/03/2021 00:00,25
fer28,09/03/2021 00:00,2.5
fer29,09/03/2021 00:00,0.25
fer29,09/03/2021 00:00,3
fer3,09/03/2021 00:00,1
fer3,09/03/2021 00:00,4
fer3,09/03/2021 00:00,45
fer3,09/03/2021 00:00,130
fer3,09/03/2021 00:00,20
fer3,09/03/2021 00:00,1650
fer3,09/03/2021 00:00,300
fer3,09/03/2021 00:00,75
fer3,09/03/2021 00:00,60
fer31,09/03/2021 00:00,5
fer34,09/03/2021 00:00,25
fer34,09/03/2021 00:00,200
fer37,09/03/2021 00:00,2.5
fer38,09/03/2021 00:00,2.5
fer38,09/03/2021 00:00,10
fer38,09/03/2021 00:00,25
fer39,09/03/2021 00:00,2
fer39,09/03/2021 00:00,6
fer39,09/03/2021 00:00,5
fer39,09/03/2021 00:00,60
fer39,09/03/2021 00:00,50
fer39,09/03/2021 00:00,20
fer39,09/03/2021 00:00,75
fer4,09/03/2021 00:00,2
fer4,09/03/2021 00:00,2
fer4,09/03/2021 00:00,2.5
fer4,09/03/2021 00:00,3
fer4,09/03/2021 00:00,4
fer4,09/03/2021 00:00,8
fer4,09/03/2021 00:00,30
fer4,09/03/2021 00:00,225
fer4,09/03/2021 00:00,50
fer42,09/03/2021 00:00,0.5
